document_number;alert;transaction;operation
2000002329;172;1457;4
2000002330;193;1223;2
2000002331;130;1190;3
2000002332;162;1702;1
2000002333;147;1377;2
2000002334;114;1412;4
2000002335;198;1365;0
2000002336;107;1252;3
2000002337;177;1728;4
2000002338;165;1911;5
2000002339;133;1374;4
2000002340;100;1613;0
2000002341;177;1965;3
2000002342;169;1738;2
2000002343;140;1845;0
2000002344;157;1418;3
2000002345;125;1020;3
2000002346;157;1648;2
2000002347;181;1148;0
2000002348;181;1276;3
2000002349;178;1320;0
2000002350;178;1883;5
2000002351;180;1682;3
2000002352;116;1694;4
2000002353;171;1505;3
2000002354;176;1422;3
2000002355;119;1425;3
2000002356;112;1667;4
2000002357;176;1858;5
2000002358;113;1264;0
2000002359;165;1332;1
2000002360;117;1677;3
2000002361;113;1072;2
2000002362;179;1571;1
2000002363;106;1545;3
2000002364;116;1224;5
2000002365;132;1444;4
2000002366;140;1378;5
2000002367;197;1737;4
2000002368;149;1168;3
2000002369;184;1905;1
2000002370;104;1002;1
2000002371;178;1339;3
2000002372;198;1640;3
2000002373;128;1799;4
2000002374;110;1534;3
2000002375;140;1075;2
2000002376;199;1407;1
2000002377;171;1489;5
2000002378;146;1833;2
2000002379;191;1399;5
2000002380;113;1401;5
2000002381;161;1350;1
2000002382;180;1704;5
2000002383;137;1252;3
2000002384;100;1858;2
2000002385;137;1808;5
2000002386;131;1260;4
2000002387;102;1601;4
2000002388;123;1048;5
2000002389;132;1025;0
2000002390;125;1516;2
2000002391;129;1693;1
2000002392;155;1255;1
2000002393;156;1245;4
2000002394;126;1759;2
2000002395;174;1312;2
2000002396;175;1656;1
2000002397;145;1568;4
2000002398;148;1721;4
2000002399;154;1497;1
2000002400;191;1535;1
2000002401;125;1800;0
2000002402;132;1175;5
2000002403;137;1528;1
2000002404;166;1364;0
2000002405;148;1153;1
2000002406;117;1822;5
2000002407;108;1622;2
2000002408;137;1275;1
2000002409;118;1333;5
2000002410;181;1472;0
2000002411;130;1483;5
2000002412;179;1069;5
2000002413;124;1007;4
2000002414;139;1484;5
2000002415;171;1478;2
2000002416;184;1972;3
2000002417;159;1803;5
2000002418;121;1124;0
2000002419;127;1941;4
2000002420;110;1479;3
2000002421;136;1585;5
2000002422;113;1197;1
2000002423;118;1565;5
2000002424;121;1317;5
2000002425;183;1144;4
2000002426;127;1866;2
2000002427;120;1180;0
2000002428;138;1972;2
2000002429;106;1291;0
2000002430;138;1091;4
2000002431;101;1651;1
2000002432;124;1174;4
2000002433;166;1991;1
2000002434;123;1608;1
2000002435;159;1575;0
2000002436;141;1566;4
2000002437;133;1170;4
2000002438;165;1638;0
2000002439;124;1866;5
2000002440;125;1784;5
2000002441;181;1596;1
2000002442;141;1457;2
2000002443;166;1931;3
2000002444;106;1071;1
2000002445;199;1399;0
2000002446;131;1120;5
2000002447;180;1203;3
2000002448;171;1191;3
2000002449;113;1489;4
2000002450;128;1094;3
2000002451;193;1316;5
2000002452;188;1822;1
2000002453;145;1120;3
2000002454;145;1753;3
2000002455;186;1173;5
2000002456;102;1186;1
2000002457;117;1951;0
2000002458;100;1428;1
2000002459;132;1793;2
2000002460;183;1092;3
2000002461;189;1985;1
2000002462;123;1833;5
2000002463;107;1504;4
2000002464;194;1541;5
2000002465;192;1382;3
2000002466;156;1103;5
2000002467;152;1953;4
2000002468;182;1608;2
2000002469;120;1062;2
2000002470;184;1275;0
2000002471;196;1473;3
2000002472;182;1786;0
2000002473;147;1478;5
2000002474;170;1598;4
2000002475;167;1374;5
2000002476;192;1600;0
2000002477;132;1896;3
2000002478;121;1636;1
2000002479;101;1274;2
2000002480;135;1304;4
2000002481;159;1275;1
2000002482;169;1827;3
2000002483;121;1765;0
2000002484;114;1041;5
2000002485;181;1215;1
2000002486;154;1093;1
2000002487;124;1233;0
2000002488;104;1512;5
2000002489;192;1962;2
2000002490;145;1081;3
2000002491;179;1682;4
2000002492;145;1941;4
2000002493;170;1929;2
2000002494;150;1299;0
2000002495;127;1302;4
2000002496;140;1200;5
2000002497;187;1105;4
2000002498;166;1768;0
2000002499;196;1778;1
2000002500;154;1675;2
2000002501;103;1836;3
2000002502;173;1236;2
2000002503;197;1989;4
2000002504;114;1764;0
2000002505;148;1102;3
2000002506;149;1774;0
2000002507;173;1129;1
2000002508;164;1702;1
2000002509;106;1494;5
2000002510;182;1587;4
2000002511;193;1375;3
2000002512;109;1200;3
2000002513;116;1482;5
2000002514;158;1354;3
2000002515;167;1025;5
2000002516;161;1502;4
2000002517;101;1675;4
2000002518;122;1107;4
2000002519;101;1290;0
2000002520;163;1500;0
2000002521;130;1748;1
2000002522;192;1731;5
2000002523;188;1755;4
2000002524;127;1264;4
2000002525;147;1064;2
2000002526;146;1496;0
2000002527;172;1910;3
2000002528;103;1577;5
2000002529;135;1737;5
2000002530;131;1788;4
2000002531;166;1653;3
2000002532;142;1220;5
2000002533;127;1757;4
2000002534;121;1421;0
2000002535;191;1023;1
2000002536;119;1974;1
2000002537;119;1535;1
2000002538;112;1856;2
2000002539;157;1824;4
2000002540;134;1062;1
2000002541;110;1455;2
2000002542;134;1899;4
2000002543;105;1700;1
2000002544;100;1587;0
2000002545;181;1054;3
2000002546;183;1734;2
2000002547;194;1745;4
2000002548;109;1554;4
2000002549;169;1501;5
2000002550;175;1414;2
2000002551;178;1619;2
2000002552;179;1736;2
2000002553;176;1406;0
2000002554;161;1590;4
2000002555;154;1965;5
2000002556;109;1472;2
2000002557;117;1557;0
2000002558;163;1494;3
2000002559;151;1213;3
2000002560;199;1016;1
2000002561;199;1486;5
2000002562;137;1563;3
2000002563;194;1762;1
2000002564;147;1946;0
2000002565;186;1543;0
2000002566;118;1374;5
2000002567;190;1426;4
2000002568;184;1528;4
2000002569;113;1504;3
2000002570;134;1286;2
2000002571;155;1987;1
2000002572;183;1727;0
2000002573;166;1860;2
2000002574;114;1497;2
2000002575;173;1952;1
2000002576;193;1883;1
2000002577;105;1123;2
2000002578;171;1607;2
2000002579;123;1499;5
2000002580;101;1469;1
2000002581;159;1926;0
2000002582;122;1038;3
2000002583;148;1263;5
2000002584;122;1114;2
2000002585;110;1713;5
2000002586;193;1981;5
2000002587;154;1306;0
2000002588;151;1112;2
2000002589;102;1299;1
2000002590;146;1531;2
2000002591;185;1599;2
2000002592;133;1574;5
2000002593;138;1301;0
2000002594;155;1379;4
2000002595;145;1090;2
2000002596;109;1190;4
2000002597;196;1243;1
2000002598;121;1486;3
2000002599;107;1386;2
2000002600;133;1141;0
2000002601;100;1569;1
2000002602;102;1222;2
2000002603;167;1779;3
2000002604;144;1398;5
2000002605;150;1420;5
2000002606;116;1958;4
2000002607;152;1783;2
2000002608;130;1418;5
2000002609;125;1140;3
2000002610;117;1334;4
2000002611;173;1477;4
2000002612;157;1640;1
2000002613;111;1110;1
2000002614;196;1325;0
2000002615;176;1915;3
2000002616;123;1860;4
2000002617;114;1699;2
2000002618;137;1792;0
2000002619;164;1240;2
2000002620;155;1784;3
2000002621;150;1707;5
2000002622;160;1891;4
2000002623;188;1321;1
2000002624;155;1036;4
2000002625;174;1221;3
2000002626;136;1321;0
2000002627;160;1339;2
2000002628;132;1088;0
2000002629;135;1261;3
2000002630;195;1273;0
2000002631;173;1911;5
2000002632;103;1285;3
2000002633;138;1815;2
2000002634;131;1696;3
2000002635;140;1857;3
2000002636;158;1042;4
2000002637;117;1015;5
2000002638;149;1185;3
2000002639;173;1969;3
2000002640;157;1172;1
2000002641;135;1700;5
2000002642;112;1853;2
2000002643;190;1270;5
2000002644;177;1779;5
2000002645;196;1274;5
2000002646;196;1130;5
2000002647;138;1375;3
2000002648;162;1502;1
2000002649;196;1543;0
2000002650;188;1416;2
2000002651;128;1737;1
2000002652;105;1745;4
2000002653;145;1257;5
2000002654;170;1639;2
2000002655;110;1506;4
2000002656;113;1040;1
2000002657;127;1166;4
2000002658;116;1331;0
2000002659;135;1515;5
2000002660;196;1021;5
2000002661;132;1422;3
2000002662;193;1090;4
2000002663;107;1065;4
2000002664;129;1770;4
2000002665;159;1803;3
2000002666;150;1070;0
2000002667;115;1504;5
2000002668;102;1348;1
2000002669;168;1392;4
2000002670;190;1807;2
2000002671;147;1058;3
2000002672;110;1030;2
2000002673;115;1841;2
2000002674;130;1822;2
2000002675;116;1009;3
2000002676;174;1819;5
2000002677;128;1953;1
2000002678;185;1242;2
2000002679;114;1293;2
2000002680;178;1112;4
2000002681;155;1734;0
2000002682;133;1383;5
2000002683;160;1217;0
2000002684;166;1964;5
2000002685;120;1964;4
2000002686;163;1529;0
2000002687;180;1435;2
2000002688;172;1721;0
2000002689;172;1461;2
2000002690;111;1963;4
2000002691;149;1348;0
2000002692;180;1951;4
2000002693;161;1135;0
2000002694;111;1391;3
2000002695;144;1027;3
2000002696;110;1518;5
2000002697;197;1637;5
2000002698;111;1180;4
2000002699;137;1347;5
2000002700;174;1169;5
2000002701;180;1220;0
2000002702;178;1616;5
2000002703;158;1370;0
2000002704;161;1273;4
2000002705;131;1520;2
2000002706;156;1394;4
2000002707;172;1830;4
2000002708;124;1218;3
2000002709;180;1141;5
2000002710;136;1616;5
2000002711;189;1644;1
2000002712;165;1551;0
2000002713;181;1984;2
2000002714;170;1211;5
2000002715;168;1874;5
2000002716;126;1340;4
2000002717;171;1450;5
2000002718;167;1915;2
2000002719;176;1230;4
2000002720;144;1910;1
2000002721;162;1496;2
2000002722;187;1595;0
2000002723;108;1928;0
2000002724;176;1201;5
2000002725;132;1633;4
2000002726;149;1466;5
2000002727;156;1523;0
2000002728;191;1729;3
2000002729;171;1892;4
2000002730;176;1297;0
2000002731;132;1199;2
2000002732;168;1754;4
2000002733;168;1316;4
2000002734;131;1039;4
2000002735;127;1541;3
2000002736;168;1936;4
2000002737;199;1921;1
2000002738;185;1794;2
2000002739;103;1348;0
2000002740;134;1442;5
2000002741;136;1788;2
2000002742;174;1159;3
2000002743;147;1064;3
2000002744;133;1864;1
2000002745;183;1762;3
2000002746;178;1974;4
2000002747;187;1040;0
2000002748;114;1929;1
2000002749;184;1011;0
2000002750;180;1135;5
2000002751;109;1674;0
2000002752;124;1562;5
2000002753;197;1571;5
2000002754;122;1832;2
2000002755;101;1311;1
2000002756;166;1709;5
2000002757;117;1461;2
2000002758;128;1202;4
2000002759;157;1387;4
2000002760;105;1216;5
2000002761;122;1313;5
2000002762;153;1419;5
2000002763;107;1074;3
2000002764;129;1528;2
2000002765;172;1421;0
2000002766;110;1371;5
2000002767;151;1744;0
2000002768;129;1287;0
2000002769;168;1874;1
2000002770;197;1331;2
2000002771;126;1506;0
2000002772;192;1120;2
2000002773;172;1829;1
2000002774;117;1829;0
2000002775;184;1131;0
2000002776;182;1713;0
2000002777;152;1807;5
2000002778;110;1677;5
2000002779;102;1241;0
2000002780;123;1116;5
2000002781;107;1049;0
2000002782;122;1005;1
2000002783;115;1469;1
2000002784;142;1395;3
2000002785;196;1043;4
2000002786;119;1599;3
2000002787;107;1309;1
2000002788;109;1537;3
2000002789;181;1127;5
2000002790;174;1612;2
2000002791;145;1373;1
2000002792;123;1777;1
2000002793;199;1326;0
2000002794;161;1911;0
2000002795;181;1161;3
2000002796;191;1070;5
2000002797;180;1698;4
2000002798;125;1336;3
2000002799;115;1654;5
2000002800;115;1918;0
2000002801;119;1952;0
2000002802;166;1021;3
2000002803;191;1389;0
2000002804;164;1857;1
2000002805;125;1089;3
2000002806;161;1458;4
2000002807;148;1407;3
2000002808;165;1247;1
2000002809;127;1674;1
2000002810;170;1790;3
2000002811;124;1046;4
2000002812;163;1006;5
2000002813;145;1339;0
2000002814;196;1325;4
2000002815;113;1002;0
2000002816;194;1372;0
2000002817;128;1512;4
2000002818;162;1764;4
2000002819;175;1373;2
2000002820;140;1818;4
2000002821;178;1097;4
2000002822;198;1229;4
2000002823;161;1438;4
2000002824;182;1844;4
2000002825;160;1371;5
2000002826;134;1231;3
2000002827;186;1740;3
2000002828;129;1231;2
2000002829;179;1438;4
2000002830;195;1469;4
2000002831;160;1515;4
2000002832;113;1355;3
2000002833;147;1566;3
2000002834;156;1998;2
2000002835;156;1314;0
2000002836;156;1815;4
2000002837;160;1382;4
2000002838;197;1279;2
2000002839;163;1648;5
2000002840;118;1418;1
2000002841;135;1324;0
2000002842;165;1261;0
2000002843;126;1941;4
2000002844;170;1084;4
2000002845;154;1850;0
2000002846;164;1827;2
2000002847;135;1672;2
2000002848;185;1205;0
2000002849;155;1965;2
2000002850;189;1487;4
2000002851;158;1362;4
2000002852;110;1217;5
2000002853;180;1249;5
2000002854;129;1934;0
2000002855;191;1197;5
2000002856;196;1713;0
2000002857;175;1363;1
2000002858;111;1260;0
2000002859;167;1560;3
2000002860;137;1933;4
2000002861;184;1566;4
2000002862;117;1080;1
2000002863;160;1665;2
2000002864;157;1304;5
2000002865;116;1266;0
2000002866;168;1862;0
2000002867;190;1932;5
2000002868;157;1477;1
2000002869;187;1301;2
2000002870;110;1599;1
2000002871;165;1160;1
2000002872;151;1811;1
2000002873;173;1025;2
2000002874;184;1535;0
2000002875;155;1326;3
2000002876;106;1761;5
2000002877;120;1871;5
2000002878;116;1142;3
2000002879;130;1103;1
2000002880;125;1996;3
2000002881;171;1309;0
2000002882;116;1880;3
2000002883;108;1083;2
2000002884;141;1023;0
2000002885;104;1971;1
2000002886;107;1710;4
2000002887;172;1358;3
2000002888;149;1245;0
2000002889;182;1432;4
2000002890;179;1736;5
2000002891;122;1266;1
2000002892;117;1575;2
2000002893;173;1065;5
2000002894;173;1361;0
2000002895;171;1617;0
2000002896;162;1181;4
2000002897;171;1643;0
2000002898;128;1662;3
2000002899;168;1007;1
2000002900;124;1096;4
2000002901;163;1182;4
2000002902;104;1475;0
2000002903;102;1352;5
2000002904;105;1688;2
2000002905;133;1973;5
2000002906;139;1362;0
2000002907;141;1017;2
2000002908;141;1761;3
2000002909;103;1195;0
2000002910;109;1093;5
2000002911;100;1369;3
2000002912;113;1217;0
2000002913;193;1738;0
2000002914;195;1060;1
2000002915;128;1883;2
2000002916;135;1752;2
2000002917;138;1882;5
2000002918;101;1595;3
2000002919;155;1294;3
2000002920;145;1191;2
2000002921;134;1192;4
2000002922;115;1623;1
2000002923;186;1863;0
2000002924;130;1685;3
2000002925;121;1812;2
2000002926;119;1378;1
2000002927;175;1791;0
2000002928;182;1873;1
2000002929;119;1565;1
2000002930;145;1628;3
2000002931;115;1325;3
2000002932;188;1622;1
2000002933;198;1507;0
2000002934;125;1189;1
2000002935;123;1972;0
2000002936;151;1299;4
2000002937;161;1730;4
2000002938;142;1853;1
2000002939;193;1056;3
2000002940;160;1637;1
2000002941;181;1969;4
2000002942;106;1226;4
2000002943;105;1382;5
2000002944;167;1718;5
2000002945;194;1699;2
2000002946;144;1437;3
2000002947;162;1437;3
2000002948;122;1767;1
2000002949;166;1850;0
2000002950;108;1241;0
2000002951;133;1684;4
2000002952;167;1779;1
2000002953;197;1486;3
2000002954;180;1177;1
2000002955;125;1410;1
2000002956;142;1278;0
2000002957;148;1615;4
2000002958;118;1923;1
2000002959;108;1362;2
2000002960;186;1951;5
2000002961;102;1554;4
2000002962;144;1094;3
2000002963;167;1688;3
2000002964;186;1001;1
2000002965;141;1849;5
2000002966;127;1452;0
2000002967;129;1027;1
2000002968;176;1770;2
2000002969;134;1405;2
2000002970;174;1952;1
2000002971;155;1245;5
2000002972;119;1751;2
2000002973;171;1804;2
2000002974;152;1897;4
2000002975;108;1547;5
2000002976;171;1499;3
2000002977;138;1396;3
2000002978;132;1235;5
2000002979;118;1196;5
2000002980;196;1048;3
2000002981;113;1582;0
2000002982;138;1421;2
2000002983;175;1623;0
2000002984;151;1984;3
2000002985;158;1827;5
2000002986;187;1424;5
2000002987;177;1560;5
2000002988;147;1633;1
2000002989;163;1357;1
2000002990;178;1162;4
2000002991;118;1538;2
2000002992;136;1667;3
2000002993;131;1881;3
2000002994;187;1288;1
2000002995;138;1115;0
2000002996;166;1426;4
2000002997;194;1564;4
2000002998;108;1115;3
2000002999;187;1425;2
2000003000;155;1794;4
2000003001;191;1856;0
2000003002;119;1459;1
2000003003;198;1997;3
2000003004;192;1562;5
2000003005;184;1520;1
2000003006;163;1663;5
2000003007;196;1657;2
2000003008;133;1692;0
2000003009;126;1786;3
2000003010;107;1566;3
2000003011;172;1981;2
2000003012;178;1799;0
2000003013;199;1087;0
2000003014;117;1670;3
2000003015;165;1541;3
2000003016;151;1694;0
2000003017;135;1175;2
2000003018;112;1894;5
2000003019;155;1523;4
2000003020;144;1592;3
2000003021;151;1480;5
2000003022;131;1422;5
2000003023;125;1244;4
2000003024;171;1493;1
2000003025;198;1803;5
2000003026;198;1211;5
2000003027;159;1679;5
2000003028;132;1507;5
2000003029;116;1391;5
2000003030;194;1893;1
2000003031;199;1861;5
2000003032;190;1178;4
2000003033;136;1379;0
2000003034;195;1420;2
2000003035;112;1778;5
2000003036;154;1895;1
2000003037;197;1907;3
2000003038;151;1668;0
2000003039;136;1208;3
2000003040;115;1217;4
2000003041;187;1658;4
2000003042;134;1864;3
2000003043;190;1674;2
2000003044;163;1248;0
2000003045;115;1447;0
2000003046;108;1955;0
2000003047;176;1489;2
2000003048;103;1272;1
2000003049;123;1192;1
2000003050;122;1831;1
2000003051;141;1392;4
2000003052;143;1877;0
2000003053;104;1702;2
2000003054;127;1298;5
2000003055;144;1072;5
2000003056;151;1776;5
2000003057;104;1228;0
2000003058;168;1590;2
2000003059;126;1409;5
2000003060;144;1503;5
2000003061;162;1696;5
2000003062;151;1080;5
2000003063;117;1612;4
2000003064;147;1356;4
2000003065;143;1907;1
2000003066;157;1596;2
2000003067;141;1498;0
2000003068;140;1979;2
2000003069;106;1531;2
2000003070;190;1986;5
2000003071;156;1890;2
2000003072;172;1057;3
2000003073;143;1352;4
2000003074;127;1348;0
2000003075;136;1370;2
2000003076;157;1535;1
2000003077;144;1189;2
2000003078;133;1115;0
2000003079;155;1373;2
2000003080;107;1181;5
2000003081;114;1422;3
2000003082;106;1677;2
2000003083;149;1046;2
2000003084;138;1666;5
2000003085;111;1710;4
2000003086;186;1206;0
2000003087;112;1408;4
2000003088;165;1583;4
2000003089;176;1910;4
2000003090;153;1435;4
2000003091;174;1661;0
2000003092;196;1975;5
2000003093;112;1180;1
2000003094;193;1914;3
2000003095;190;1713;4
2000003096;104;1494;1
2000003097;171;1989;2
2000003098;177;1508;3
2000003099;182;1249;3
2000003100;103;1216;0
2000003101;162;1258;0
2000003102;196;1737;0
2000003103;137;1264;0
2000003104;129;1385;0
2000003105;180;1201;5
2000003106;174;1287;0
2000003107;129;1405;2
2000003108;136;1991;5
2000003109;117;1594;2
2000003110;101;1476;2
2000003111;115;1819;5
2000003112;135;1629;0
2000003113;109;1460;1
2000003114;146;1448;2
2000003115;175;1485;0
2000003116;177;1212;1
2000003117;110;1707;0
2000003118;121;1797;2
2000003119;145;1792;5
2000003120;155;1784;5
2000003121;130;1316;5
2000003122;134;1273;5
2000003123;179;1185;0
2000003124;145;1689;3
2000003125;193;1809;0
2000003126;143;1032;4
2000003127;118;1893;3
2000003128;175;1008;5
2000003129;189;1402;0
2000003130;168;1593;1
2000003131;106;1380;0
2000003132;197;1844;2
2000003133;170;1594;1
2000003134;191;1814;1
2000003135;119;1605;5
2000003136;155;1221;0
2000003137;137;1295;0
2000003138;134;1150;3
2000003139;131;1007;0
2000003140;150;1377;3
2000003141;180;1151;0
2000003142;187;1861;1
2000003143;160;1121;1
2000003144;140;1275;4
2000003145;125;1280;1
2000003146;140;1790;0
2000003147;191;1067;0
2000003148;185;1790;2
2000003149;124;1252;0
2000003150;138;1447;0
2000003151;171;1429;5
2000003152;153;1749;3
2000003153;113;1763;3
2000003154;112;1032;4
2000003155;110;1600;5
2000003156;161;1333;4
2000003157;178;1256;3
2000003158;176;1989;3
2000003159;194;1784;5
2000003160;154;1445;0
2000003161;151;1605;5
2000003162;136;1588;5
2000003163;154;1676;2
2000003164;185;1659;5
2000003165;141;1154;0
2000003166;186;1105;0
2000003167;162;1478;0
2000003168;191;1224;2
2000003169;136;1771;1
2000003170;146;1695;2
2000003171;189;1392;0
2000003172;178;1908;4
2000003173;140;1280;2
2000003174;107;1828;5
2000003175;100;1732;4
2000003176;198;1324;5
2000003177;177;1118;2
2000003178;151;1832;3
2000003179;173;1691;0
2000003180;184;1063;2
2000003181;184;1337;1
2000003182;135;1710;2
2000003183;116;1019;1
2000003184;122;1832;4
2000003185;118;1448;3
2000003186;114;1481;3
2000003187;113;1449;5
2000003188;172;1597;4
2000003189;179;1567;5
2000003190;105;1821;0
2000003191;153;1106;5
2000003192;164;1877;0
2000003193;191;1394;3
2000003194;132;1178;5
2000003195;126;1993;0
2000003196;172;1415;0
2000003197;119;1426;2
2000003198;178;1490;1
2000003199;160;1859;3
2000003200;158;1277;0
2000003201;156;1267;4
2000003202;161;1356;2
2000003203;163;1826;0
2000003204;106;1039;4
2000003205;138;1303;0
2000003206;159;1843;3
2000003207;177;1790;3
2000003208;106;1837;0
2000003209;168;1830;2
2000003210;165;1170;2
2000003211;133;1030;2
2000003212;198;1831;3
2000003213;170;1315;2
2000003214;160;1814;5
2000003215;154;1661;0
2000003216;114;1809;0
2000003217;183;1699;3
2000003218;148;1319;4
2000003219;176;1323;5
2000003220;184;1857;2
2000003221;198;1012;0
2000003222;167;1820;0
2000003223;169;1577;1
2000003224;184;1099;2
2000003225;111;1679;3
2000003226;104;1667;2
2000003227;101;1989;0
2000003228;145;1093;4
2000003229;128;1560;4
2000003230;146;1377;5
2000003231;164;1772;4
2000003232;196;1555;0
2000003233;185;1031;4
2000003234;159;1750;2
2000003235;105;1456;0
2000003236;172;1564;5
2000003237;110;1921;4
2000003238;109;1809;1
2000003239;195;1124;0
2000003240;191;1232;5
2000003241;141;1677;2
2000003242;162;1596;5
2000003243;128;1526;0
2000003244;134;1477;2
2000003245;130;1956;0
2000003246;194;1378;1
2000003247;118;1164;0
2000003248;120;1796;1
2000003249;109;1438;1
2000003250;169;1222;1
2000003251;157;1708;0
2000003252;113;1788;3
2000003253;175;1693;0
2000003254;177;1893;3
2000003255;148;1332;4
2000003256;126;1386;4
2000003257;196;1988;1
2000003258;168;1952;0
2000003259;133;1218;5
2000003260;198;1952;2
2000003261;104;1996;5
2000003262;102;1208;5
2000003263;178;1838;3
2000003264;108;1300;2
2000003265;192;1233;5
2000003266;128;1615;2
2000003267;176;1630;0
2000003268;102;1356;3
2000003269;192;1940;4
2000003270;169;1601;0
2000003271;177;1680;0
2000003272;192;1549;4
2000003273;152;1410;1
2000003274;185;1855;0
2000003275;134;1843;0
2000003276;157;1102;5
2000003277;163;1190;3
2000003278;122;1550;4
2000003279;122;1128;0
2000003280;111;1219;5
2000003281;110;1012;3
2000003282;109;1315;5
2000003283;141;1918;1
2000003284;126;1003;1
2000003285;105;1257;1
2000003286;141;1236;3
2000003287;183;1173;0
2000003288;192;1358;3
2000003289;178;1203;1
2000003290;176;1764;2
2000003291;153;1645;1
2000003292;174;1212;3
2000003293;178;1599;1
2000003294;125;1740;4
2000003295;130;1048;3
2000003296;168;1201;0
2000003297;134;1466;5
2000003298;196;1162;4
2000003299;176;1185;4
2000003300;131;1261;4
2000003301;148;1712;4
2000003302;171;1667;4
2000003303;194;1332;1
2000003304;195;1055;4
2000003305;110;1798;1
2000003306;108;1873;0
2000003307;101;1394;3
2000003308;156;1453;0
2000003309;130;1969;2
2000003310;111;1640;4
2000003311;175;1992;1
2000003312;114;1496;0
2000003313;145;1908;3
2000003314;179;1088;0
2000003315;151;1456;2
2000003316;111;1906;3
2000003317;134;1751;5
2000003318;142;1560;1
2000003319;152;1672;4
2000003320;151;1902;0
2000003321;108;1730;3
2000003322;139;1614;5
2000003323;133;1661;2
2000003324;145;1843;2
2000003325;172;1896;1
2000003326;125;1695;5
2000003327;169;1533;4
2000003328;126;1150;3
2000003329;142;1180;3
2000003330;102;1620;5
2000003331;183;1657;3
2000003332;133;1194;5
2000003333;157;1754;4
2000003334;104;1977;0
2000003335;146;1932;1
2000003336;102;1090;3
2000003337;165;1479;4
2000003338;183;1173;0
2000003339;179;1290;5
2000003340;170;1900;2
2000003341;127;1797;4
2000003342;134;1839;0
2000003343;149;1589;3
2000003344;100;1688;3
2000003345;115;1524;3
2000003346;164;1070;5
2000003347;134;1411;2
2000003348;118;1016;4
2000003349;199;1943;3
2000003350;162;1607;0
2000003351;166;1719;1
2000003352;148;1530;4
2000003353;118;1593;3
2000003354;185;1097;4
2000003355;174;1002;1
2000003356;187;1844;2
2000003357;165;1896;4
2000003358;102;1568;0
2000003359;108;1940;0
2000003360;134;1601;0
2000003361;102;1160;0
2000003362;106;1839;5
2000003363;137;1227;5
2000003364;185;1651;0
2000003365;148;1939;4
2000003366;115;1537;4
2000003367;106;1066;1
2000003368;169;1303;5
2000003369;115;1236;5
2000003370;106;1650;5
2000003371;138;1658;3
2000003372;177;1015;4
2000003373;165;1726;3
2000003374;112;1817;3
2000003375;167;1761;1
2000003376;174;1727;3
2000003377;189;1455;1
2000003378;157;1598;3
2000003379;190;1952;4
2000003380;138;1131;5
2000003381;104;1322;4
2000003382;126;1127;2
2000003383;146;1722;0
2000003384;123;1093;3
2000003385;188;1769;0
2000003386;157;1875;4
2000003387;119;1679;3
2000003388;125;1710;1
2000003389;184;1268;3
2000003390;153;1872;4
2000003391;167;1508;0
2000003392;195;1075;0
2000003393;154;1244;1
2000003394;157;1416;5
2000003395;185;1981;4
2000003396;104;1068;4
2000003397;199;1880;4
2000003398;151;1076;3
2000003399;191;1992;2
2000003400;160;1410;4
2000003401;181;1581;2
2000003402;149;1246;5
2000003403;173;1298;4
2000003404;166;1006;5
2000003405;199;1354;2
2000003406;101;1429;1
2000003407;106;1626;2
2000003408;153;1293;2
2000003409;131;1126;3
2000003410;160;1037;3
2000003411;163;1079;5
2000003412;198;1143;2
2000003413;158;1620;1
2000003414;160;1037;1
2000003415;122;1583;5
2000003416;162;1765;2
2000003417;156;1376;4
2000003418;162;1745;4
2000003419;145;1938;4
2000003420;132;1673;1
2000003421;179;1104;5
2000003422;159;1134;4
2000003423;143;1147;2
2000003424;148;1746;2
2000003425;197;1196;4
2000003426;169;1785;2
2000003427;198;1717;2
2000003428;110;1062;3
2000003429;103;1275;2
2000003430;119;1858;1
2000003431;135;1558;1
2000003432;147;1505;3
2000003433;122;1959;4
2000003434;145;1846;0
2000003435;174;1719;1
2000003436;195;1683;4
2000003437;127;1068;5
2000003438;173;1409;1
2000003439;111;1913;0
2000003440;174;1421;1
2000003441;153;1717;5
2000003442;101;1244;5
2000003443;105;1234;3
2000003444;145;1916;5
2000003445;125;1667;0
2000003446;108;1754;4
2000003447;104;1267;2
2000003448;182;1674;4
2000003449;107;1160;5
2000003450;187;1246;1
2000003451;178;1324;4
2000003452;182;1652;2
2000003453;178;1421;0
2000003454;107;1257;4
2000003455;101;1292;5
2000003456;115;1004;1
2000003457;158;1165;0
2000003458;183;1123;4
2000003459;118;1750;2
2000003460;152;1150;3
2000003461;160;1469;4
2000003462;181;1647;1
2000003463;167;1408;1
2000003464;134;1068;1
2000003465;101;1969;1
2000003466;130;1433;2
2000003467;190;1375;4
2000003468;178;1575;5
2000003469;149;1652;3
2000003470;159;1816;2
2000003471;133;1218;0
2000003472;142;1951;1
2000003473;137;1425;4
2000003474;106;1371;2
2000003475;114;1358;2
2000003476;161;1212;3
2000003477;160;1259;1
2000003478;185;1821;3
2000003479;126;1780;3
2000003480;144;1405;0
2000003481;131;1128;2
2000003482;133;1992;4
2000003483;106;1660;3
2000003484;163;1061;5
2000003485;197;1847;0
2000003486;130;1838;1
2000003487;133;1230;1
2000003488;141;1385;0
2000003489;130;1816;3
2000003490;188;1670;3
2000003491;130;1716;0
2000003492;112;1601;3
2000003493;194;1666;4
