document_number;alert;transaction;retrieve
2000002659;;1515;false
2000002660;196;;true
2000002661;132;;true
2000002662;;1090;false
2000002663;;1065;false
2000002664;;1770;false
2000002665;;1803;false
2000002666;150;;true
2000002667;;1504;false
2000002668;102;;true
2000002669;168;;true
2000002670;190;;true
2000002671;;1058;false
2000002672;110;;true
2000002673;;1841;false
2000002674;130;;true
2000002675;116;;true
2000002676;174;;true
2000002677;128;;true
2000002678;;1242;false
2000002679;114;;true
2000002680;178;;true
2000002681;;1734;false
2000002682;;1383;false
2000002683;160;;true
2000002684;166;;true
2000002685;120;;true
2000002686;;1529;false
2000002687;180;;true
2000002688;172;;true
2000002689;172;;true
2000002690;;1963;false
2000002691;;1348;false
2000002692;180;;true
2000002693;;1135;false
2000002694;;1391;false
2000002695;144;;true
2000002696;110;;true
2000002697;;1637;false
2000002698;;1180;false
2000002699;;1347;false
2000002700;174;;true
2000002701;180;;true
2000002702;178;;true
2000002703;158;;true
2000002704;;1273;false
2000002705;;1520;false
2000002706;156;;true
2000002707;172;;true
2000002708;124;;true
2000002709;180;;true
2000002710;136;;true
2000002711;;1644;false
2000002712;;1551;false
2000002713;;1984;false
2000002714;170;;true
2000002715;168;;true
2000002716;126;;true
2000002717;;1450;false
2000002718;;1915;false
2000002719;176;;true
2000002720;144;;true
2000002721;162;;true
2000002722;;1595;false
2000002723;108;;true
2000002724;176;;true
2000002725;132;;true
2000002726;;1466;false
2000002727;156;;true
2000002728;;1729;false
2000002729;;1892;false
2000002730;176;;true
2000002731;132;;true
2000002732;168;;true
2000002733;168;;true
2000002734;;1039;false
2000002735;;1541;false
2000002736;168;;true
2000002737;;1921;false
2000002738;;1794;false
2000002739;;1348;false
2000002740;134;;true
2000002741;136;;true
2000002742;174;;true
2000002743;;1064;false
2000002744;;1864;false
2000002745;;1762;false
2000002746;178;;true
2000002747;;1040;false
2000002748;114;;true
2000002749;184;;true
2000002750;180;;true
2000002751;;1674;false
2000002752;124;;true
2000002753;;1571;false
2000002754;122;;true
2000002755;;1311;false
2000002756;166;;true
2000002757;;1461;false
2000002758;128;;true
2000002759;;1387;false
2000002760;;1216;false
2000002761;122;;true
2000002762;;1419;false
2000002763;;1074;false
2000002764;;1528;false
2000002765;172;;true
2000002766;110;;true
2000002767;;1744;false
2000002768;;1287;false
2000002769;168;;true
2000002770;;1331;false
2000002771;126;;true
2000002772;192;;true
2000002773;172;;true
2000002774;;1829;false
2000002775;184;;true
2000002776;182;;true
2000002777;152;;true
2000002778;110;;true
2000002779;102;;true
2000002780;;1116;false
2000002781;;1049;false
2000002782;122;;true
2000002783;;1469;false
2000002784;142;;true
2000002785;196;;true
2000002786;;1599;false
2000002787;;1309;false
2000002788;;1537;false
2000002789;;1127;false
2000002790;174;;true
2000002791;;1373;false
2000002792;;1777;false
2000002793;;1326;false
2000002794;;1911;false
2000002795;;1161;false
2000002796;;1070;false
2000002797;180;;true
2000002798;;1336;false
2000002799;;1654;false
2000002800;;1918;false
2000002801;;1952;false
2000002802;166;;true
2000002803;;1389;false
2000002804;164;;true
2000002805;;1089;false
2000002806;;1458;false
2000002807;148;;true
2000002808;;1247;false
2000002809;;1674;false
2000002810;170;;true
2000002811;124;;true
2000002812;;1006;false
2000002813;;1339;false
2000002814;196;;true
2000002815;;1002;false
2000002816;194;;true
2000002817;128;;true
2000002818;162;;true
2000002819;;1373;false
2000002820;140;;true
2000002821;178;;true
2000002822;198;;true
2000002823;;1438;false
2000002824;182;;true
2000002825;160;;true
2000002826;134;;true
2000002827;186;;true
2000002828;;1231;false
2000002829;;1438;false
2000002830;;1469;false
2000002831;160;;true
2000002832;;1355;false
2000002833;;1566;false
2000002834;156;;true
2000002835;156;;true
2000002836;156;;true
2000002837;160;;true
2000002838;;1279;false
2000002839;;1648;false
2000002840;118;;true
2000002841;;1324;false
2000002842;;1261;false
2000002843;126;;true
2000002844;170;;true
2000002845;154;;true
2000002846;164;;true
2000002847;;1672;false
2000002848;;1205;false
2000002849;;1965;false
2000002850;;1487;false
2000002851;158;;true
2000002852;110;;true
2000002853;180;;true
2000002854;;1934;false
2000002855;;1197;false
2000002856;196;;true
2000002857;;1363;false
2000002858;;1260;false
2000002859;;1560;false
2000002860;;1933;false
2000002861;184;;true
2000002862;;1080;false
2000002863;160;;true
2000002864;;1304;false
2000002865;116;;true
2000002866;168;;true
2000002867;190;;true
2000002868;;1477;false
2000002869;;1301;false
2000002870;110;;true
2000002871;;1160;false
2000002872;;1811;false
2000002873;;1025;false
2000002874;184;;true
2000002875;;1326;false
2000002876;106;;true
2000002877;120;;true
2000002878;116;;true
2000002879;130;;true
2000002880;;1996;false
2000002881;;1309;false
2000002882;116;;true
2000002883;108;;true
2000002884;;1023;false
2000002885;104;;true
2000002886;;1710;false
2000002887;172;;true
2000002888;;1245;false
2000002889;182;;true
2000002890;;1736;false
2000002891;122;;true
2000002892;;1575;false
2000002893;;1065;false
2000002894;;1361;false
2000002895;;1617;false
2000002896;162;;true
2000002897;;1643;false
2000002898;128;;true
2000002899;168;;true
2000002900;124;;true
2000002901;;1182;false
2000002902;104;;true
2000002903;102;;true
2000002904;;1688;false
2000002905;;1973;false
2000002906;;1362;false
2000002907;;1017;false
2000002908;;1761;false
2000002909;;1195;false
2000002910;;1093;false
2000002911;100;;true
2000002912;;1217;false
2000002913;;1738;false
2000002914;;1060;false
2000002915;128;;true
2000002916;;1752;false
2000002917;138;;true
2000002918;;1595;false
2000002919;;1294;false
2000002920;;1191;false
2000002921;134;;true
2000002922;;1623;false
2000002923;186;;true
2000002924;130;;true
2000002925;;1812;false
2000002926;;1378;false
2000002927;;1791;false
2000002928;182;;true
2000002929;;1565;false
2000002930;;1628;false
2000002931;;1325;false
2000002932;188;;true
2000002933;198;;true
2000002934;;1189;false
2000002935;;1972;false
2000002936;;1299;false
2000002937;;1730;false
2000002938;142;;true
2000002939;;1056;false
2000002940;160;;true
2000002941;;1969;false
2000002942;106;;true
2000002943;;1382;false
2000002944;;1718;false
2000002945;194;;true
2000002946;144;;true
2000002947;162;;true
2000002948;122;;true
2000002949;166;;true
2000002950;108;;true
2000002951;;1684;false
2000002952;;1779;false
2000002953;;1486;false
2000002954;180;;true
2000002955;;1410;false
2000002956;142;;true
2000002957;148;;true
2000002958;118;;true
2000002959;108;;true
2000002960;186;;true
2000002961;102;;true
2000002962;144;;true
2000002963;;1688;false
2000002964;186;;true
2000002965;;1849;false
2000002966;;1452;false
2000002967;;1027;false
2000002968;176;;true
2000002969;134;;true
2000002970;174;;true
2000002971;;1245;false
2000002972;;1751;false
2000002973;;1804;false
2000002974;152;;true
2000002975;108;;true
2000002976;;1499;false
2000002977;138;;true
2000002978;132;;true
2000002979;118;;true
2000002980;196;;true
2000002981;;1582;false
2000002982;138;;true
2000002983;;1623;false
2000002984;;1984;false
2000002985;158;;true
2000002986;;1424;false
2000002987;;1560;false
2000002988;;1633;false
2000002989;;1357;false
2000002990;178;;true
2000002991;118;;true
2000002992;136;;true
2000002993;;1881;false
2000002994;;1288;false
2000002995;138;;true
2000002996;166;;true
2000002997;194;;true
2000002998;108;;true
2000002999;;1425;false
2000003000;;1794;false
2000003001;;1856;false
2000003002;;1459;false
2000003003;198;;true
2000003004;192;;true
2000003005;184;;true
2000003006;;1663;false
2000003007;196;;true
2000003008;;1692;false
2000003009;126;;true
2000003010;;1566;false
2000003011;172;;true
2000003012;178;;true
2000003013;;1087;false
2000003014;;1670;false
2000003015;;1541;false
2000003016;;1694;false
2000003017;;1175;false
2000003018;112;;true
2000003019;;1523;false
2000003020;144;;true
2000003021;;1480;false
2000003022;;1422;false
2000003023;;1244;false
2000003024;;1493;false
2000003025;198;;true
2000003026;198;;true
2000003027;;1679;false
2000003028;132;;true
2000003029;116;;true
2000003030;194;;true
2000003031;;1861;false
2000003032;190;;true
2000003033;136;;true
2000003034;;1420;false
2000003035;112;;true
2000003036;154;;true
2000003037;;1907;false
2000003038;;1668;false
2000003039;136;;true
2000003040;;1217;false
2000003041;;1658;false
2000003042;134;;true
2000003043;190;;true
2000003044;;1248;false
2000003045;;1447;false
2000003046;108;;true
2000003047;176;;true
2000003048;;1272;false
2000003049;;1192;false
2000003050;122;;true
2000003051;;1392;false
2000003052;;1877;false
2000003053;104;;true
2000003054;;1298;false
2000003055;144;;true
2000003056;;1776;false
2000003057;104;;true
2000003058;168;;true
2000003059;126;;true
2000003060;144;;true
2000003061;162;;true
2000003062;;1080;false
2000003063;;1612;false
2000003064;;1356;false
2000003065;;1907;false
2000003066;;1596;false
2000003067;;1498;false
2000003068;140;;true
2000003069;106;;true
2000003070;190;;true
2000003071;156;;true
2000003072;172;;true
2000003073;;1352;false
2000003074;;1348;false
2000003075;136;;true
2000003076;;1535;false
2000003077;144;;true
2000003078;;1115;false
2000003079;;1373;false
2000003080;;1181;false
2000003081;114;;true
2000003082;106;;true
2000003083;;1046;false
2000003084;138;;true
2000003085;;1710;false
2000003086;186;;true
2000003087;112;;true
2000003088;;1583;false
2000003089;176;;true
2000003090;;1435;false
2000003091;174;;true
2000003092;196;;true
2000003093;112;;true
2000003094;;1914;false
2000003095;190;;true
2000003096;104;;true
2000003097;;1989;false
2000003098;;1508;false
2000003099;182;;true
2000003100;;1216;false
2000003101;162;;true
2000003102;196;;true
2000003103;;1264;false
2000003104;;1385;false
2000003105;180;;true
2000003106;174;;true
2000003107;;1405;false
2000003108;136;;true
2000003109;;1594;false
2000003110;;1476;false
2000003111;;1819;false
2000003112;;1629;false
2000003113;;1460;false
2000003114;146;;true
2000003115;;1485;false
2000003116;;1212;false
2000003117;110;;true
2000003118;;1797;false
2000003119;;1792;false
2000003120;;1784;false
2000003121;130;;true
2000003122;134;;true
2000003123;;1185;false
2000003124;;1689;false
2000003125;;1809;false
2000003126;;1032;false
2000003127;118;;true
2000003128;;1008;false
2000003129;;1402;false
2000003130;168;;true
2000003131;106;;true
2000003132;;1844;false
2000003133;170;;true
2000003134;;1814;false
2000003135;;1605;false
2000003136;;1221;false
2000003137;;1295;false
2000003138;134;;true
2000003139;;1007;false
2000003140;150;;true
2000003141;180;;true
2000003142;;1861;false
2000003143;160;;true
2000003144;140;;true
2000003145;;1280;false
2000003146;140;;true
2000003147;;1067;false
2000003148;;1790;false
2000003149;124;;true
2000003150;138;;true
2000003151;;1429;false
2000003152;;1749;false
2000003153;;1763;false
2000003154;112;;true
2000003155;110;;true
2000003156;;1333;false
2000003157;178;;true
2000003158;176;;true
2000003159;194;;true
2000003160;154;;true
2000003161;;1605;false
2000003162;136;;true
2000003163;154;;true
2000003164;;1659;false
2000003165;;1154;false
2000003166;186;;true
2000003167;162;;true
2000003168;;1224;false
2000003169;136;;true
2000003170;146;;true
2000003171;;1392;false
2000003172;178;;true
2000003173;140;;true
2000003174;;1828;false
2000003175;100;;true
2000003176;198;;true
2000003177;;1118;false
2000003178;;1832;false
2000003179;;1691;false
2000003180;184;;true
2000003181;184;;true
2000003182;;1710;false
2000003183;116;;true
2000003184;122;;true
2000003185;118;;true
2000003186;114;;true
2000003187;;1449;false
2000003188;172;;true
2000003189;;1567;false
2000003190;;1821;false
2000003191;;1106;false
2000003192;164;;true
2000003193;;1394;false
2000003194;132;;true
2000003195;126;;true
2000003196;172;;true
2000003197;;1426;false
2000003198;178;;true
2000003199;160;;true
2000003200;158;;true
2000003201;156;;true
2000003202;;1356;false
2000003203;;1826;false
2000003204;106;;true
2000003205;138;;true
2000003206;;1843;false
2000003207;;1790;false
2000003208;106;;true
2000003209;168;;true
2000003210;;1170;false
2000003211;;1030;false
2000003212;198;;true
2000003213;170;;true
2000003214;160;;true
2000003215;154;;true
2000003216;114;;true
2000003217;;1699;false
2000003218;148;;true
2000003219;176;;true
2000003220;184;;true
2000003221;198;;true
2000003222;;1820;false
2000003223;;1577;false
2000003224;184;;true
2000003225;;1679;false
2000003226;104;;true
2000003227;;1989;false
2000003228;;1093;false
2000003229;128;;true
2000003230;146;;true
2000003231;164;;true
2000003232;196;;true
2000003233;;1031;false
2000003234;;1750;false
2000003235;;1456;false
2000003236;172;;true
2000003237;110;;true
2000003238;;1809;false
2000003239;;1124;false
2000003240;;1232;false
2000003241;;1677;false
2000003242;162;;true
2000003243;128;;true
2000003244;134;;true
2000003245;130;;true
2000003246;194;;true
2000003247;118;;true
2000003248;120;;true
2000003249;;1438;false
2000003250;;1222;false
2000003251;;1708;false
2000003252;;1788;false
2000003253;;1693;false
2000003254;;1893;false
2000003255;148;;true
2000003256;126;;true
2000003257;196;;true
2000003258;168;;true
2000003259;;1218;false
2000003260;198;;true
2000003261;104;;true
2000003262;102;;true
2000003263;178;;true
2000003264;108;;true
2000003265;192;;true
2000003266;128;;true
2000003267;176;;true
2000003268;102;;true
2000003269;192;;true
2000003270;;1601;false
2000003271;;1680;false
2000003272;192;;true
2000003273;152;;true
2000003274;;1855;false
2000003275;134;;true
2000003276;;1102;false
2000003277;;1190;false
2000003278;122;;true
2000003279;122;;true
2000003280;;1219;false
2000003281;110;;true
2000003282;;1315;false
2000003283;;1918;false
2000003284;126;;true
2000003285;;1257;false
2000003286;;1236;false
2000003287;;1173;false
2000003288;192;;true
2000003289;178;;true
2000003290;176;;true
2000003291;;1645;false
2000003292;174;;true
2000003293;178;;true
2000003294;;1740;false
2000003295;130;;true
2000003296;168;;true
2000003297;134;;true
2000003298;196;;true
2000003299;176;;true
2000003300;;1261;false
2000003301;148;;true
2000003302;;1667;false
2000003303;194;;true
2000003304;;1055;false
2000003305;110;;true
2000003306;108;;true
2000003307;;1394;false
2000003308;156;;true
2000003309;130;;true
2000003310;;1640;false
2000003311;;1992;false
2000003312;114;;true
2000003313;;1908;false
2000003314;;1088;false
2000003315;;1456;false
2000003316;;1906;false
2000003317;134;;true
2000003318;142;;true
2000003319;152;;true
2000003320;;1902;false
2000003321;108;;true
2000003322;;1614;false
2000003323;;1661;false
2000003324;;1843;false
2000003325;172;;true
2000003326;;1695;false
2000003327;;1533;false
2000003328;126;;true
2000003329;142;;true
2000003330;102;;true
2000003331;;1657;false
2000003332;;1194;false
2000003333;;1754;false
2000003334;104;;true
2000003335;146;;true
2000003336;102;;true
2000003337;;1479;false
2000003338;;1173;false
2000003339;;1290;false
2000003340;170;;true
2000003341;;1797;false
2000003342;134;;true
2000003343;;1589;false
2000003344;100;;true
2000003345;;1524;false
2000003346;164;;true
2000003347;134;;true
2000003348;118;;true
2000003349;;1943;false
2000003350;162;;true
2000003351;166;;true
2000003352;148;;true
2000003353;118;;true
2000003354;;1097;false
2000003355;174;;true
2000003356;;1844;false
2000003357;;1896;false
2000003358;102;;true
2000003359;108;;true
2000003360;134;;true
2000003361;102;;true
2000003362;106;;true
2000003363;;1227;false
2000003364;;1651;false
2000003365;148;;true
2000003366;;1537;false
2000003367;106;;true
2000003368;;1303;false
2000003369;;1236;false
2000003370;106;;true
2000003371;138;;true
2000003372;;1015;false
2000003373;;1726;false
2000003374;112;;true
2000003375;;1761;false
2000003376;174;;true
2000003377;;1455;false
2000003378;;1598;false
2000003379;190;;true
2000003380;138;;true
2000003381;104;;true
2000003382;126;;true
2000003383;146;;true
2000003384;;1093;false
2000003385;188;;true
2000003386;;1875;false
2000003387;;1679;false
2000003388;;1710;false
2000003389;184;;true
2000003390;;1872;false
2000003391;;1508;false
2000003392;;1075;false
2000003393;154;;true
2000003394;;1416;false
2000003395;;1981;false
2000003396;104;;true
2000003397;;1880;false
2000003398;;1076;false
2000003399;;1992;false
2000003400;160;;true
2000003401;;1581;false
2000003402;;1246;false
2000003403;;1298;false
2000003404;166;;true
2000003405;;1354;false
2000003406;;1429;false
2000003407;106;;true
2000003408;;1293;false
2000003409;;1126;false
2000003410;160;;true
2000003411;;1079;false
2000003412;198;;true
2000003413;158;;true
2000003414;160;;true
2000003415;122;;true
2000003416;162;;true
2000003417;156;;true
2000003418;162;;true
2000003419;;1938;false
2000003420;132;;true
2000003421;;1104;false
2000003422;;1134;false
2000003423;;1147;false
2000003424;148;;true
2000003425;;1196;false
2000003426;;1785;false
2000003427;198;;true
2000003428;110;;true
2000003429;;1275;false
2000003430;;1858;false
2000003431;;1558;false
2000003432;;1505;false
2000003433;122;;true
2000003434;;1846;false
2000003435;174;;true
2000003436;;1683;false
2000003437;;1068;false
2000003438;;1409;false
2000003439;;1913;false
2000003440;174;;true
2000003441;;1717;false
2000003442;;1244;false
2000003443;;1234;false
2000003444;;1916;false
2000003445;;1667;false
2000003446;108;;true
2000003447;104;;true
2000003448;182;;true
2000003449;;1160;false
2000003450;;1246;false
2000003451;178;;true
2000003452;182;;true
2000003453;178;;true
2000003454;;1257;false
2000003455;;1292;false
2000003456;;1004;false
2000003457;158;;true
2000003458;;1123;false
2000003459;118;;true
2000003460;152;;true
2000003461;160;;true
2000003462;;1647;false
2000003463;;1408;false
2000003464;134;;true
2000003465;;1969;false
2000003466;130;;true
2000003467;190;;true
2000003468;178;;true
2000003469;;1652;false
2000003470;;1816;false
2000003471;;1218;false
2000003472;142;;true
2000003473;;1425;false
2000003474;106;;true
2000003475;114;;true
2000003476;;1212;false
2000003477;160;;true
2000003478;;1821;false
2000003479;126;;true
2000003480;144;;true
2000003481;;1128;false
2000003482;;1992;false
2000003483;106;;true
2000003484;;1061;false
2000003485;;1847;false
2000003486;130;;true
2000003487;;1230;false
2000003488;;1385;false
2000003489;130;;true
2000003490;188;;true
2000003491;130;;true
2000003492;112;;true
2000003493;194;;true
2000003494;;1619;false
2000003495;102;;true
2000003496;130;;true
2000003497;;1917;false
2000003498;;1817;false
2000003499;106;;true
2000003500;152;;true
2000003501;;1332;false
2000003502;;1263;false
2000003503;190;;true
2000003504;;1377;false
2000003505;;1982;false
2000003506;;1498;false
2000003507;144;;true
2000003508;;1197;false
2000003509;164;;true
2000003510;102;;true
2000003511;144;;true
2000003512;174;;true
2000003513;158;;true
2000003514;150;;true
2000003515;198;;true
2000003516;;1884;false
2000003517;;1591;false
2000003518;;1996;false
2000003519;;1032;false
2000003520;150;;true
2000003521;118;;true
2000003522;;1400;false
2000003523;;1264;false
2000003524;;1128;false
2000003525;;1801;false
2000003526;;1256;false
2000003527;;1953;false
2000003528;;1308;false
2000003529;;1633;false
2000003530;132;;true
2000003531;130;;true
2000003532;130;;true
2000003533;;1219;false
2000003534;;1252;false
2000003535;;1079;false
2000003536;;1959;false
2000003537;190;;true
2000003538;186;;true
2000003539;128;;true
2000003540;;1534;false
2000003541;;1883;false
2000003542;170;;true
2000003543;104;;true
2000003544;;1475;false
2000003545;;1297;false
2000003546;104;;true
2000003547;110;;true
2000003548;100;;true
2000003549;;1711;false
2000003550;;1562;false
2000003551;192;;true
2000003552;106;;true
2000003553;;1480;false
2000003554;172;;true
2000003555;;1131;false
2000003556;;1671;false
2000003557;;1149;false
2000003558;142;;true
2000003559;164;;true
2000003560;;1695;false
2000003561;124;;true
2000003562;;1085;false
2000003563;;1430;false
2000003564;;1971;false
2000003565;;1305;false
2000003566;162;;true
2000003567;;1965;false
2000003568;;1641;false
2000003569;;1805;false
2000003570;106;;true
2000003571;142;;true
2000003572;;1279;false
2000003573;126;;true
2000003574;;1111;false
2000003575;164;;true
2000003576;;1312;false
2000003577;198;;true
2000003578;;1480;false
2000003579;;1634;false
2000003580;;1540;false
2000003581;190;;true
2000003582;;1672;false
2000003583;190;;true
2000003584;;1324;false
2000003585;;1280;false
2000003586;;1648;false
2000003587;122;;true
2000003588;;1719;false
2000003589;114;;true
2000003590;;1814;false
2000003591;152;;true
2000003592;;1000;false
2000003593;;1900;false
2000003594;;1992;false
2000003595;174;;true
2000003596;152;;true
2000003597;168;;true
2000003598;162;;true
2000003599;;1461;false
2000003600;106;;true
2000003601;156;;true
2000003602;;1711;false
2000003603;128;;true
2000003604;;1151;false
2000003605;126;;true
2000003606;;1247;false
2000003607;154;;true
2000003608;;1207;false
2000003609;;1556;false
2000003610;134;;true
2000003611;146;;true
2000003612;102;;true
2000003613;;1161;false
2000003614;;1834;false
2000003615;;1855;false
2000003616;;1207;false
2000003617;;1777;false
2000003618;140;;true
2000003619;;1901;false
2000003620;100;;true
2000003621;180;;true
2000003622;152;;true
2000003623;;1724;false
2000003624;;1232;false
2000003625;;1631;false
2000003626;164;;true
2000003627;;1389;false
2000003628;;1507;false
2000003629;172;;true
2000003630;;1240;false
2000003631;192;;true
2000003632;;1015;false
2000003633;134;;true
2000003634;;1022;false
2000003635;106;;true
2000003636;;1215;false
2000003637;174;;true
2000003638;;1289;false
2000003639;;1054;false
2000003640;148;;true
2000003641;;1578;false
2000003642;186;;true
2000003643;122;;true
2000003644;;1219;false
2000003645;;1997;false
2000003646;150;;true
2000003647;100;;true
2000003648;166;;true
2000003649;;1004;false
2000003650;174;;true
2000003651;;1527;false
2000003652;138;;true
2000003653;196;;true
2000003654;;1000;false
2000003655;;1951;false
2000003656;;1530;false
2000003657;;1539;false
2000003658;;1656;false
2000003659;138;;true
2000003660;174;;true
2000003661;;1326;false
2000003662;;1532;false
2000003663;156;;true
2000003664;194;;true
2000003665;136;;true
2000003666;116;;true
2000003667;158;;true
2000003668;160;;true
2000003669;158;;true
2000003670;156;;true
2000003671;;1817;false
2000003672;;1803;false
2000003673;132;;true
2000003674;188;;true
2000003675;;1891;false
2000003676;138;;true
2000003677;102;;true
2000003678;148;;true
2000003679;186;;true
2000003680;104;;true
2000003681;104;;true
2000003682;164;;true
2000003683;;1064;false
2000003684;142;;true
2000003685;;1310;false
2000003686;182;;true
2000003687;140;;true
2000003688;154;;true
2000003689;;1549;false
2000003690;;1081;false
2000003691;;1263;false
2000003692;112;;true
2000003693;154;;true
2000003694;104;;true
2000003695;194;;true
2000003696;;1255;false
2000003697;116;;true
2000003698;;1978;false
2000003699;;1846;false
2000003700;140;;true
2000003701;114;;true
2000003702;;1073;false
2000003703;116;;true
2000003704;132;;true
2000003705;196;;true
2000003706;154;;true
2000003707;108;;true
2000003708;;1792;false
2000003709;150;;true
2000003710;144;;true
2000003711;176;;true
2000003712;;1242;false
2000003713;;1267;false
2000003714;;1836;false
2000003715;;1966;false
2000003716;126;;true
2000003717;;1923;false
2000003718;116;;true
2000003719;194;;true
2000003720;116;;true
2000003721;166;;true
2000003722;154;;true
2000003723;124;;true
2000003724;;1422;false
2000003725;;1930;false
2000003726;198;;true
2000003727;;1982;false
2000003728;;1138;false
2000003729;144;;true
2000003730;128;;true
2000003731;178;;true
2000003732;;1910;false
2000003733;;1341;false
2000003734;148;;true
2000003735;150;;true
2000003736;136;;true
2000003737;;1842;false
2000003738;106;;true
2000003739;108;;true
2000003740;148;;true
2000003741;;1726;false
2000003742;104;;true
2000003743;;1911;false
2000003744;184;;true
2000003745;196;;true
2000003746;142;;true
2000003747;114;;true
2000003748;172;;true
2000003749;;1327;false
2000003750;;1573;false
2000003751;;1676;false
2000003752;148;;true
2000003753;122;;true
2000003754;134;;true
2000003755;194;;true
2000003756;;1291;false
2000003757;120;;true
2000003758;;1113;false
2000003759;;1763;false
2000003760;;1958;false
2000003761;152;;true
2000003762;168;;true
2000003763;;1786;false
2000003764;;1391;false
2000003765;160;;true
2000003766;152;;true
2000003767;;1736;false
2000003768;114;;true
2000003769;178;;true
2000003770;;1230;false
2000003771;;1790;false
2000003772;;1076;false
2000003773;176;;true
2000003774;168;;true
2000003775;158;;true
2000003776;136;;true
2000003777;;1182;false
2000003778;180;;true
2000003779;140;;true
2000003780;;1165;false
2000003781;172;;true
2000003782;;1887;false
2000003783;192;;true
2000003784;166;;true
2000003785;;1266;false
2000003786;;1389;false
2000003787;;1408;false
2000003788;128;;true
2000003789;104;;true
2000003790;196;;true
2000003791;148;;true
2000003792;128;;true
2000003793;176;;true
2000003794;158;;true
2000003795;;1782;false
2000003796;128;;true
2000003797;150;;true
2000003798;118;;true
2000003799;;1744;false
2000003800;;1932;false
2000003801;158;;true
2000003802;;1365;false
2000003803;144;;true
2000003804;160;;true
2000003805;;1478;false
2000003806;112;;true
2000003807;;1278;false
2000003808;;1110;false
2000003809;136;;true
2000003810;;1165;false
2000003811;104;;true
2000003812;140;;true
2000003813;;1717;false
2000003814;126;;true
2000003815;136;;true
2000003816;;1387;false
2000003817;134;;true
2000003818;;1231;false
2000003819;;1542;false
2000003820;;1610;false
2000003821;;1737;false
2000003822;;1641;false
2000003823;180;;true
2000003824;;1106;false
2000003825;102;;true
2000003826;;1323;false
2000003827;194;;true
2000003828;122;;true
2000003829;;1971;false
2000003830;;1940;false
2000003831;172;;true
2000003832;;1114;false
2000003833;140;;true
2000003834;170;;true
2000003835;;1717;false
2000003836;;1461;false
2000003837;;1859;false
2000003838;154;;true
2000003839;;1400;false
2000003840;;1767;false
2000003841;;1875;false
2000003842;;1367;false
2000003843;;1680;false
2000003844;104;;true
2000003845;130;;true
2000003846;168;;true
2000003847;114;;true
2000003848;;1384;false
2000003849;152;;true
2000003850;100;;true
2000003851;164;;true
2000003852;168;;true
2000003853;;1734;false
2000003854;120;;true
2000003855;188;;true
2000003856;172;;true
2000003857;140;;true
2000003858;;1707;false
2000003859;;1508;false
2000003860;;1224;false
2000003861;114;;true
2000003862;;1538;false
2000003863;;1721;false
2000003864;;1031;false
2000003865;;1154;false
2000003866;;1327;false
2000003867;;1862;false
2000003868;;1830;false
2000003869;;1612;false
2000003870;192;;true
2000003871;106;;true
2000003872;198;;true
2000003873;126;;true
2000003874;;1147;false
2000003875;130;;true
2000003876;;1634;false
2000003877;;1980;false
2000003878;166;;true
2000003879;;1894;false
2000003880;;1289;false
2000003881;;1116;false
2000003882;176;;true
2000003883;;1989;false
2000003884;;1182;false
2000003885;;1448;false
2000003886;102;;true
2000003887;;1403;false
2000003888;;1311;false
2000003889;;1430;false
2000003890;;1998;false
2000003891;130;;true
2000003892;138;;true
2000003893;146;;true
2000003894;154;;true
2000003895;;1203;false
2000003896;120;;true
2000003897;154;;true
2000003898;;1489;false
2000003899;;1038;false
2000003900;108;;true
2000003901;160;;true
2000003902;146;;true
2000003903;;1762;false
2000003904;152;;true
2000003905;164;;true
2000003906;;1678;false
2000003907;;1869;false
2000003908;;1379;false
2000003909;154;;true
2000003910;;1240;false
2000003911;;1569;false
2000003912;;1511;false
2000003913;;1795;false
2000003914;;1431;false
2000003915;;1850;false
2000003916;;1535;false
2000003917;;1559;false
2000003918;;1304;false
2000003919;;1966;false
2000003920;;1874;false
2000003921;;1332;false
2000003922;178;;true
2000003923;;1975;false
2000003924;;1417;false
2000003925;130;;true
2000003926;186;;true
2000003927;154;;true
2000003928;;1093;false
2000003929;196;;true
2000003930;174;;true
2000003931;156;;true
2000003932;142;;true
2000003933;186;;true
2000003934;124;;true
2000003935;;1141;false
2000003936;148;;true
2000003937;102;;true
2000003938;;1374;false
2000003939;;1829;false
2000003940;;1220;false
2000003941;;1393;false
2000003942;;1019;false
2000003943;;1199;false
2000003944;;1540;false
2000003945;180;;true
2000003946;100;;true
2000003947;;1030;false
2000003948;;1522;false
2000003949;112;;true
2000003950;192;;true
2000003951;148;;true
2000003952;164;;true
2000003953;;1999;false
2000003954;;1102;false
2000003955;178;;true
2000003956;;1063;false
2000003957;;1638;false
2000003958;110;;true
2000003959;166;;true
2000003960;;1896;false
2000003961;142;;true
2000003962;;1243;false
2000003963;;1960;false
2000003964;;1184;false
2000003965;;1462;false
2000003966;164;;true
2000003967;;1990;false
2000003968;176;;true
2000003969;124;;true
2000003970;138;;true
2000003971;118;;true
2000003972;156;;true
2000003973;122;;true
2000003974;;1140;false
2000003975;144;;true
2000003976;110;;true
2000003977;;1904;false
2000003978;138;;true
2000003979;198;;true
2000003980;;1411;false
2000003981;148;;true
2000003982;;1035;false
2000003983;;1736;false
2000003984;164;;true
2000003985;182;;true
2000003986;154;;true
2000003987;176;;true
2000003988;100;;true
2000003989;;1145;false
2000003990;102;;true
2000003991;;1616;false
